item,ismilitaryRankPIT,militaryRankStart,itemLabel,politicalPartyLabel,militaryRankLabel,nextHighestMilitaryRankLabel,nextLowestMilitaryRankLabel
http://www.wikidata.org/entity/Q3918521,0,1941-12-07T00:00:00Z,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q1957703,0,1943-03-22T00:00:00Z,Aleksei Alelyukhin,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q2469682,0,1939-01-01T00:00:00Z,Andrey Kravchenko,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2468507,0,1940-06-04T00:00:00Z,Pavel Batov,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q2363310,0,1935-12-24T00:00:00Z,Yakov Kreizer,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q2497621,0,1942-01-01T00:00:00Z,David Dragunsky,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q3013503,0,1943-02-14T00:00:00Z,Ivan Fesin,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q1197559,0,1944-02-21T00:00:00Z,Nikolay Voronov,Communist Party of the Soviet Union,Chief Marshal,,
http://www.wikidata.org/entity/Q2707811,0,1942-01-02T00:00:00Z,Dmitry Lelyushenko,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q1442217,0,1938-02-22T00:00:00Z,Sergey Denisov,Communist Party of the Soviet Union,kombrig,,
http://www.wikidata.org/entity/Q1332642,0,1943-01-18T00:00:00Z,Pavel Rybalko,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q2832540,0,1944-08-11T00:00:00Z,Alexander Yefimov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q3013503,0,1936-03-28T00:00:00Z,Ivan Fesin,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q2363310,0,1945-07-02T00:00:00Z,Yakov Kreizer,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q3498539,0,1947-11-10T00:00:00Z,Vladimir Alexeyev,Communist Party of the Soviet Union,captain 1st rank,,
http://www.wikidata.org/entity/Q4125177,0,1941-07-01T00:00:00Z,Ivan Vorobyov,Communist Party of the Soviet Union,sergeant,,corporal
http://www.wikidata.org/entity/Q1442217,0,1936-01-01T00:00:00Z,Sergey Denisov,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4224222,0,1940-01-01T00:00:00Z,Aleksandr Klubov,Communist Party of the Soviet Union,sub-lieutenant,,
http://www.wikidata.org/entity/Q2832540,0,1960-05-07T00:00:00Z,Alexander Yefimov,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q2707811,0,1944-05-11T00:00:00Z,Dmitry Lelyushenko,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q4139767,0,1943-11-01T00:00:00Z,Boris Glinka,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q1150789,0,1941-01-06T00:00:00Z,Nikolai Gulayev,Communist Party of the Soviet Union,sub-lieutenant,,
http://www.wikidata.org/entity/Q1957703,0,1950-10-20T00:00:00Z,Aleksei Alelyukhin,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q981449,0,1955-03-03T00:00:00Z,Ivan Isakov,Communist Party of the Soviet Union,Admiral of the Fleet of the Soviet Union,Generalissimus of the Soviet Union,Admiral of the fleet (USSR)
http://www.wikidata.org/entity/Q1150789,0,1945-04-30T00:00:00Z,Nikolai Gulayev,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q1442217,0,1937-01-01T00:00:00Z,Sergey Denisov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q1332642,0,1943-12-30T00:00:00Z,Pavel Rybalko,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q3918521,0,1943-04-26T00:00:00Z,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4331606,0,1940-10-10T00:00:00Z,Michael Odintsov,Communist Party of the Soviet Union,sub-lieutenant,,
http://www.wikidata.org/entity/Q4139767,0,1951-11-05T00:00:00Z,Boris Glinka,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2363310,0,1938-11-29T00:00:00Z,Yakov Kreizer,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2392075,0,1943-04-01T00:00:00Z,Oleksiy Fedorov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4175336,0,1944-11-18T00:00:00Z,Amo Sergeevich Elyan,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q1150789,0,1949-05-06T00:00:00Z,Nikolai Gulayev,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q2622084,0,1943-04-01T00:00:00Z,Sydir Kovpak,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q2832540,0,1943-06-24T00:00:00Z,Alexander Yefimov,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q3913234,0,1943-10-25T00:00:00Z,Ivan Polbin,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q2992272,0,1943-03-17T00:00:00Z,Aleksandr Aleksandrovich Novikov,Communist Party of the Soviet Union,Marshal of the branch,,
http://www.wikidata.org/entity/Q3156140,0,1943-09-25T00:00:00Z,Ivan Lyudnikov,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q2707811,0,1938-01-01T00:00:00Z,Dmitry Lelyushenko,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2832540,0,1948-08-14T00:00:00Z,Alexander Yefimov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4331606,0,1943-12-27T00:00:00Z,Michael Odintsov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4139767,0,1948-05-01T00:00:00Z,Boris Glinka,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q1150789,0,1959-05-25T00:00:00Z,Nikolai Gulayev,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q107094326,1,1945-01-01T00:00:00Z,Michail Michailovič Dagajev,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4243120,0,1940-06-04T00:00:00Z,Vladimir Kryukov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4372281,0,1953-12-20T00:00:00Z,Vitaly Popkov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4372281,0,1948-08-14T00:00:00Z,Vitaly Popkov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q21096840,0,1951-11-03T00:00:00Z,Vladimir Drozdov,Communist Party of the Soviet Union,kontr-admiral,,
http://www.wikidata.org/entity/Q4402591,0,1943-03-17T00:00:00Z,Vasily Ryazanov,Communist Party of the Soviet Union,Air Force lieutenant general,,
http://www.wikidata.org/entity/Q60828477,0,1945-07-11T00:00:00Z,Aleksey Shchelakovskiy,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q108540795,0,1944-01-01T00:00:00Z,Konstantin Zhuravlyov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q109328472,0,1944-06-01T00:00:00Z,Maxim Chibisov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q15070531,0,1943-01-01T00:00:00Z,Nikolay Krisanov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4493995,0,1942-09-14T00:00:00Z,Mikhail Fedorov,Communist Party of the Soviet Union,lieutenant colonel,colonel,major
http://www.wikidata.org/entity/Q4245011,0,1943-10-15T00:00:00Z,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4491602,0,1937-11-07T00:00:00Z,Mikhail Fomichyov,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q4372281,0,1951-06-13T00:00:00Z,Vitaly Popkov,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4372281,0,1958-02-18T00:00:00Z,Vitaly Popkov,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4424154,0,1938-09-01T00:00:00Z,Zakhar Slyusarenko,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4424154,0,1942-08-04T00:00:00Z,Zakhar Slyusarenko,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4493995,0,1941-02-14T00:00:00Z,Mikhail Fedorov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4491602,0,1940-11-05T00:00:00Z,Mikhail Fomichyov,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4402425,0,1943-01-01T00:00:00Z,Yekaterina Ryabova,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4256472,0,1942-06-01T00:00:00Z,Semion Levin,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4372281,0,1943-03-10T00:00:00Z,Vitaly Popkov,Communist Party of the Soviet Union,sub-lieutenant,,
http://www.wikidata.org/entity/Q4258850,0,1952-01-01T00:00:00Z,Viktor Leonov,Communist Party of the Soviet Union,captain 2nd rank,captain 1st rank,Captain 3rd rank
http://www.wikidata.org/entity/Q17046045,1,1945-04-20T00:00:00Z,Robert Brichenok,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q4152605,0,1944-02-21T00:00:00Z,Iosif Gusakovsky,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q29865117,0,1956-11-26T00:00:00Z,Vladimir Ivanov,Communist Party of the Soviet Union,vice admiral,,
http://www.wikidata.org/entity/Q4152605,0,1942-01-01T00:00:00Z,Iosif Gusakovsky,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4267909,0,1957-01-01T00:00:00Z,Sergey Lugansky,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4491602,0,1942-05-02T00:00:00Z,Mikhail Fomichyov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q21643478,0,1939-02-09T00:00:00Z,"Nikolaev, Andrey Semyonovich",Communist Party of the Soviet Union,corps commissar,,
http://www.wikidata.org/entity/Q4372281,0,1943-11-13T00:00:00Z,Vitaly Popkov,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4245011,0,1936-03-14T00:00:00Z,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q4152605,0,1941-01-01T00:00:00Z,Iosif Gusakovsky,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4464235,1,1945-01-01T00:00:00Z,Kuz'ma Trubnikov,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q4491602,0,1942-09-26T00:00:00Z,Mikhail Fomichyov,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4493995,0,1954-05-31T00:00:00Z,Mikhail Fedorov,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4424154,0,1943-12-15T00:00:00Z,Zakhar Slyusarenko,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4372281,0,1941-09-01T00:00:00Z,Vitaly Popkov,Communist Party of the Soviet Union,sergeant,,corporal
http://www.wikidata.org/entity/Q4152605,0,1941-01-01T00:00:00Z,Iosif Gusakovsky,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4245011,0,1945-06-04T00:00:00Z,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4424154,0,1941-01-01T00:00:00Z,Zakhar Slyusarenko,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4491602,0,1941-06-01T00:00:00Z,Mikhail Fomichyov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4256472,0,1940-01-01T00:00:00Z,Semion Levin,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4152605,0,1942-11-04T00:00:00Z,Iosif Gusakovsky,Communist Party of the Soviet Union,podpolkovnik,colonel,major
http://www.wikidata.org/entity/Q4256472,0,1936-03-01T00:00:00Z,Semion Levin,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4493995,0,1941-12-30T00:00:00Z,Mikhail Fedorov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4416810,0,1944-03-07T00:00:00Z,Volodymyr Sergeev,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4424154,0,1938-12-11T00:00:00Z,Zakhar Slyusarenko,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4309642,0,1953-01-01T00:00:00Z,Vasily Ilyich Mykhlik,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4243120,0,1943-10-16T00:00:00Z,Vladimir Kryukov,Communist Party of the Soviet Union,lieutenant general,colonel general,major general
http://www.wikidata.org/entity/Q29865117,0,1949-05-11T00:00:00Z,Vladimir Ivanov,Communist Party of the Soviet Union,counter admiral,vice admiral,
http://www.wikidata.org/entity/Q109328472,0,1955-08-01T00:00:00Z,Maxim Chibisov,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4500590,0,1942-01-01T00:00:00Z,Semyon Khokhryakov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4256472,0,1943-01-01T00:00:00Z,Semion Levin,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4245011,0,1938-03-20T00:00:00Z,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,senior lieutenant,,
http://www.wikidata.org/entity/Q4493995,0,1944-02-22T00:00:00Z,Mikhail Fedorov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4372281,0,1943-08-04T00:00:00Z,Vitaly Popkov,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q21663999,0,1940-06-04T00:00:00Z,Nikolay Dedayev,Communist Party of the Soviet Union,major general,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4369472,0,1955-01-01T00:00:00Z,Pyotr Pokryshev,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4424568,0,1952-01-01T00:00:00Z,Aleksey Semyonovich Smirnov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4245011,0,1941-12-25T00:00:00Z,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,major,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4491602,0,1944-02-21T00:00:00Z,Mikhail Fomichyov,Communist Party of the Soviet Union,colonel,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4402591,0,1942-03-27T00:00:00Z,Vasily Ryazanov,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4152605,0,1960-05-07T00:00:00Z,Iosif Gusakovsky,Communist Party of the Soviet Union,colonel general,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q4245011,0,1959-05-25T00:00:00Z,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,Air Force major general,,
http://www.wikidata.org/entity/Q4152605,0,1936-01-01T00:00:00Z,Iosif Gusakovsky,Communist Party of the Soviet Union,lieutenant,,
http://www.wikidata.org/entity/Q4245011,0,1940-09-11T00:00:00Z,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,captain,major,senior lieutenant
http://www.wikidata.org/entity/Q4372281,0,1944-06-30T00:00:00Z,Vitaly Popkov,Communist Party of the Soviet Union,captain,major,senior lieutenant
